entity_id,state,last_changed
sensor.0xa4c1380ec74887e7_humidity,51.06715956222222,2026-02-21T00:00:00.000Z
sensor.0xa4c1380ec74887e7_humidity,50.09010267194444,2026-02-21T01:00:00.000Z
sensor.0xa4c1380ec74887e7_humidity,49.42889598111111,2026-02-21T02:00:00.000Z
sensor.0xa4c1380ec74887e7_humidity,49.399781948055555,2026-02-21T03:00:00.000Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-21T04:00:00.000Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T04:15:48.444Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-21T05:34:21.323Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T09:55:46.570Z
sensor.0xa4c1380ec74887e7_humidity,52,2026-02-21T10:22:56.990Z
sensor.0xa4c1380ec74887e7_humidity,51,2026-02-21T10:33:31.108Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T10:43:35.141Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-21T11:05:44.496Z
sensor.0xa4c1380ec74887e7_humidity,48,2026-02-21T11:33:57.022Z
sensor.0xa4c1380ec74887e7_humidity,47,2026-02-21T11:57:37.922Z
sensor.0xa4c1380ec74887e7_humidity,46,2026-02-21T12:34:25.677Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-21T13:42:59.667Z
sensor.0xa4c1380ec74887e7_humidity,52,2026-02-21T13:50:33.337Z
sensor.0xa4c1380ec74887e7_humidity,54,2026-02-21T14:02:39.448Z
sensor.0xa4c1380ec74887e7_humidity,51,2026-02-21T14:27:51.335Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T14:51:02.348Z
sensor.0xa4c1380ec74887e7_humidity,52,2026-02-21T15:36:23.576Z
sensor.0xa4c1380ec74887e7_humidity,51,2026-02-21T15:42:56.693Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T15:48:29.373Z
sensor.0xa4c1380ec74887e7_humidity,48,2026-02-21T15:57:33.809Z
sensor.0xa4c1380ec74887e7_humidity,45,2026-02-21T16:19:44.742Z
sensor.0xa4c1380ec74887e7_humidity,46,2026-02-21T16:41:55.623Z
sensor.0xa4c1380ec74887e7_humidity,47,2026-02-21T17:00:34.656Z
sensor.0xa4c1380ec74887e7_humidity,48,2026-02-21T17:37:22.212Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-21T17:58:32.116Z
sensor.0xa4c1380ec74887e7_humidity,47,2026-02-21T18:13:08.874Z
sensor.0xa4c1380ec74887e7_humidity,44,2026-02-21T18:24:44.283Z
sensor.0xa4c1380ec74887e7_humidity,41,2026-02-21T18:46:54.712Z
sensor.0xa4c1380ec74887e7_humidity,42,2026-02-21T19:09:05.216Z
sensor.0xa4c1380ec74887e7_humidity,43,2026-02-21T19:25:12.733Z
sensor.0xa4c1380ec74887e7_humidity,45,2026-02-21T19:47:22.927Z
sensor.0xa4c1380ec74887e7_humidity,46,2026-02-21T20:20:38.032Z
sensor.0xa4c1380ec74887e7_humidity,47,2026-02-21T20:59:25.437Z
sensor.0xa4c1380ec74887e7_humidity,48,2026-02-21T21:30:39.315Z
sensor.0xa4c1380ec74887e7_humidity,47,2026-02-21T22:15:29.376Z
sensor.0xa4c1380ec74887e7_humidity,48,2026-02-21T22:51:16.587Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-21T23:26:04.060Z
sensor.0xa4c1380ec74887e7_humidity,unavailable,2026-02-22T00:20:00.955Z
sensor.0xa4c1380ec74887e7_humidity,unknown,2026-02-22T00:20:01.564Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-22T00:21:19.093Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-22T01:40:39.405Z
sensor.0xa4c1380ec74887e7_humidity,49,2026-02-22T02:49:41.463Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-22T03:34:31.956Z
sensor.0xa4c1380ec74887e7_humidity,51,2026-02-22T08:58:03.763Z
sensor.0xa4c1380ec74887e7_humidity,50,2026-02-22T10:38:15.993Z
sensor.0xa4c1380ec74887e7_humidity,51,2026-02-22T11:00:25.980Z
